image_name,label,xmin,ymin,xmax,ymax
001643.jpg,1,353,154,432,239
001644.jpg,1,305,159,372,231
001645.jpg,1,72,94,412,293
001646.jpg,1,209,137,424,344
001647.jpg,1,360,110,477,255
001648.jpg,1,388,133,522,235
001649.jpg,1,362,95,470,180
001650.jpg,1,168,188,394,357
001651.jpg,1,107,158,410,328
001652.jpg,1,409,134,460,180
001653.jpg,1,329,125,506,235
001654.jpg,1,284,110,460,234
001655.jpg,1,444,118,615,197
001656.jpg,1,288,99,418,236
001657.jpg,1,291,99,425,250
001658.jpg,1,281,107,412,247
001659.jpg,1,365,129,562,246
001660.jpg,1,360,147,537,278
001661.jpg,1,294,159,449,291
001662.jpg,1,237,158,336,290
001663.jpg,1,394,218,534,343
001664.jpg,1,449,149,526,245
001665.jpg,1,275,147,585,512
001666.jpg,1,179,217,255,299
001667.jpg,1,486,198,584,298
001668.jpg,1,262,145,328,227
001669.jpg,1,312,160,444,271
001670.jpg,1,176,98,267,180
001671.jpg,1,88,144,169,236
001672.jpg,1,188,49,473,187
001673.jpg,1,425,71,575,200
001674.jpg,1,407,130,504,224
001675.jpg,1,275,82,627,384
001676.jpg,1,387,113,502,211
001677.jpg,1,409,164,502,251
001678.jpg,1,377,144,428,199
001679.jpg,1,236,125,297,259
001680.jpg,1,337,135,440,240
001681.jpg,1,240,176,323,244
001682.jpg,1,222,164,304,245
001683.jpg,1,177,165,330,298
001684.jpg,1,195,168,324,315
001685.jpg,1,214,86,292,164
001686.jpg,1,478,185,608,329
001687.jpg,1,319,241,381,309
001688.jpg,1,371,101,458,199
001689.jpg,1,209,101,373,234
001690.jpg,1,358,115,493,218
001691.jpg,1,224,125,339,259
001692.jpg,1,201,188,296,258
001693.jpg,1,164,29,378,188
001694.jpg,1,42,53,708,468
001695.jpg,1,1,71,718,472
001696.jpg,1,287,71,559,219
001697.jpg,1,191,119,369,283
001698.jpg,1,394,129,533,238
001699.jpg,1,283,126,404,206
001700.jpg,1,204,71,308,171
001701.jpg,1,232,111,284,187
001702.jpg,1,127,117,209,210
001703.jpg,1,142,123,203,202
001704.jpg,1,183,106,260,208
001705.jpg,1,102,118,169,222
001706.jpg,1,538,121,609,187
001707.jpg,1,446,98,547,166
001708.jpg,1,430,136,538,227
001709.jpg,1,311,139,519,347
001710.jpg,1,457,116,561,221
001711.jpg,1,306,140,423,237
001712.jpg,1,363,180,563,343
001713.jpg,1,229,83,509,331
001714.jpg,1,378,118,438,167
001715.jpg,1,136,175,201,284
001716.jpg,1,90,81,373,433
001717.jpg,1,173,134,482,333
001718.jpg,1,212,129,537,315
001719.jpg,1,220,97,542,377
001720.jpg,1,201,83,289,164
001721.jpg,1,193,1,515,206
001722.jpg,1,349,63,529,188
001723.jpg,1,136,1,500,211
001724.jpg,1,325,81,502,236
001725.jpg,1,316,329,406,401
001726.jpg,1,269,304,376,397
001727.jpg,1,248,120,493,350
001728.jpg,1,242,144,520,355
001729.jpg,0,45,50,407,191
001730.jpg,0,297,83,485,189
001731.jpg,0,215,154,417,301
001732.jpg,0,432,130,509,185
001733.jpg,0,487,159,541,201
001734.jpg,0,408,137,454,174
001735.jpg,0,386,130,443,180
001736.jpg,0,438,132,489,181
001737.jpg,0,386,198,436,234
001738.jpg,0,309,189,363,234
001739.jpg,0,179,190,335,268
001740.jpg,0,184,103,225,147
001741.jpg,0,219,103,293,148
001742.jpg,0,372,218,427,267
001743.jpg,0,256,228,319,269
001744.jpg,1,436,163,607,386
001745.jpg,0,326,187,376,217
001746.jpg,1,401,141,602,347
001747.jpg,1,262,144,483,356
001748.jpg,1,323,65,438,207
001749.jpg,1,400,82,538,226
001750.jpg,0,147,52,511,319
001751.jpg,0,310,74,365,113
001752.jpg,0,162,71,424,210
001753.jpg,0,434,217,548,297
001754.jpg,0,363,207,451,284
001755.jpg,0,381,158,453,215
001756.jpg,0,198,99,384,251
001757.jpg,1,433,76,568,220
001758.jpg,0,229,186,295,232
001759.jpg,0,252,153,330,229
001760.jpg,1,233,118,355,254
001761.jpg,1,409,116,529,241
001762.jpg,0,331,111,551,201
001763.jpg,0,339,59,566,196
001764.jpg,0,207,137,283,180
001765.jpg,0,163,133,244,177
001766.jpg,0,318,121,434,204
001767.jpg,0,270,124,376,217
001768.jpg,0,95,90,509,417
001769.jpg,0,337,198,418,230
001770.jpg,0,346,145,599,346
001771.jpg,0,196,191,245,232
001772.jpg,0,450,190,506,236
001773.jpg,0,306,158,386,214
001774.jpg,1,81,88,191,186
001775.jpg,0,399,300,421,348
001776.jpg,0,310,246,347,287
001777.jpg,1,373,160,494,292
001778.jpg,1,373,163,480,263
001779.jpg,0,505,256,679,369
001780.jpg,0,262,248,341,308
001781.jpg,0,298,115,373,155
001782.jpg,0,495,133,558,181
001783.jpg,0,340,108,419,166
001784.jpg,0,278,196,350,240
001785.jpg,0,207,169,487,321
001786.jpg,0,279,138,582,388
001787.jpg,0,335,69,393,108
001788.jpg,1,125,118,231,223
001789.jpg,1,387,155,526,329
001790.jpg,0,247,130,443,341
001791.jpg,0,230,171,382,259
001792.jpg,0,106,80,403,277
001793.jpg,0,300,125,426,181
001794.jpg,0,338,235,396,301
001795.jpg,0,116,169,147,218
001796.jpg,0,338,175,387,209
001797.jpg,0,406,194,454,232
001798.jpg,0,457,201,504,244
001799.jpg,0,366,141,446,211
001800.jpg,0,307,71,454,171
001801.jpg,0,162,91,627,352
001802.jpg,0,160,181,265,246
001803.jpg,0,303,101,566,281
001804.jpg,1,285,182,430,362
001805.jpg,1,355,193,487,332
001806.jpg,0,45,182,102,226
001807.jpg,0,82,185,131,216
001808.jpg,1,238,162,298,216
001809.jpg,1,192,152,271,203
001810.jpg,1,218,142,349,221
001811.jpg,0,240,114,396,185
001812.jpg,0,533,85,643,154
001813.jpg,0,223,86,421,242
001814.jpg,0,280,84,475,253
001815.jpg,0,323,139,484,235
001816.jpg,0,137,159,180,198
001817.jpg,0,176,109,356,213
001818.jpg,0,158,61,541,345
001819.jpg,0,261,195,508,324
001820.jpg,1,224,150,349,233
001821.jpg,1,342,153,416,216
001822.jpg,1,238,167,329,251
001823.jpg,0,126,124,183,162
001824.jpg,0,400,122,459,184
001825.jpg,1,345,176,438,260
001826.jpg,0,309,153,449,230
001827.jpg,1,271,167,353,247
001828.jpg,0,25,148,324,262
001829.jpg,0,418,99,517,163
001830.jpg,0,488,240,568,296
001831.jpg,0,341,190,390,227
001832.jpg,0,422,92,563,214
001833.jpg,0,190,105,248,145
001834.jpg,0,157,93,228,137
001835.jpg,0,203,39,315,113
001836.jpg,0,270,102,381,181
001837.jpg,0,399,196,442,244
001838.jpg,0,388,125,617,296
001839.jpg,1,410,126,593,271
001840.jpg,1,423,103,593,280
001841.jpg,1,532,108,589,177
001842.jpg,1,447,75,654,264
001843.jpg,0,400,102,501,174
001844.jpg,0,341,104,399,149
001845.jpg,0,313,87,553,228
001846.jpg,0,309,236,355,293
001847.jpg,0,416,74,459,116
001848.jpg,0,238,172,378,254
001849.jpg,0,421,206,457,249
001850.jpg,0,348,173,406,227
001851.jpg,0,121,151,230,217
001852.jpg,0,202,181,294,237
001853.jpg,0,188,156,348,269
001854.jpg,0,366,83,444,138
001855.jpg,0,131,119,272,201
001856.jpg,0,400,171,422,210
001857.jpg,0,339,145,392,208
001858.jpg,0,428,248,554,314
001859.jpg,0,428,118,568,202
001860.jpg,0,272,127,368,178
001861.jpg,1,255,157,409,285
001862.jpg,0,423,286,613,449
001863.jpg,0,165,106,267,157
001864.jpg,0,327,177,412,243
001865.jpg,0,393,154,475,222
001866.jpg,0,306,130,354,181
001867.jpg,0,208,118,324,204
001868.jpg,0,275,133,390,234
001869.jpg,0,226,104,295,147
001870.jpg,1,407,85,563,189
001871.jpg,0,283,181,346,252
001872.jpg,0,511,115,627,189
001873.jpg,0,313,86,528,220
001874.jpg,0,400,116,555,198
001875.jpg,0,317,179,433,245
001876.jpg,0,267,135,395,230
001877.jpg,0,151,140,246,208
001878.jpg,0,239,122,353,224
001879.jpg,0,323,79,496,237
001880.jpg,0,327,109,593,295
001881.jpg,0,163,120,528,446
001882.jpg,0,483,123,520,153
001883.jpg,0,266,30,393,122
001884.jpg,1,357,99,411,163
001885.jpg,0,355,106,421,140
001886.jpg,0,266,108,452,212
001887.jpg,0,296,125,382,200
001888.jpg,0,157,141,240,208
001889.jpg,0,388,30,452,93
001890.jpg,0,236,71,274,100
001891.jpg,0,167,105,300,200
001892.jpg,0,264,127,678,453
001893.jpg,1,474,125,586,245
001894.jpg,0,463,115,503,149
001895.jpg,0,475,99,504,127
001896.jpg,0,527,157,590,203
001897.jpg,0,406,119,487,153
001898.jpg,0,498,135,537,172
001899.jpg,0,156,43,614,375
001900.jpg,0,228,126,258,155
001901.jpg,0,243,139,275,162
001902.jpg,0,297,93,446,205
001903.jpg,0,396,106,622,234
001904.jpg,1,309,122,437,250
001905.jpg,0,308,127,362,156
001906.jpg,0,343,66,477,139
001907.jpg,0,444,98,484,142
001908.jpg,0,365,200,432,246
001909.jpg,0,274,134,325,166
001910.jpg,0,488,243,554,294
001911.jpg,1,254,129,372,263
001912.jpg,0,247,59,432,143
001913.jpg,0,380,69,473,143
001914.jpg,0,179,87,302,157
001915.jpg,0,282,109,331,148
001916.jpg,0,322,55,428,122
001917.jpg,0,198,190,384,295
001918.jpg,0,238,182,402,284
001919.jpg,0,324,151,456,228
001920.jpg,0,359,143,435,190
001921.jpg,0,324,152,418,237
001922.jpg,0,520,149,599,202
001923.jpg,0,574,138,631,186
001924.jpg,0,156,101,531,364
001925.jpg,0,175,110,553,403
001926.jpg,0,292,116,608,371
001927.jpg,0,283,156,329,206
001928.jpg,0,457,138,488,167
001929.jpg,0,208,162,298,258
001930.jpg,0,219,159,268,196
001931.jpg,0,251,188,326,235
001932.jpg,0,142,189,215,234
001933.jpg,0,246,190,308,241
001934.jpg,1,161,82,531,277
001935.jpg,0,549,146,616,194
001936.jpg,0,263,228,301,270
001937.jpg,0,349,217,408,269
001938.jpg,0,206,110,276,142
001939.jpg,0,214,98,295,145
001940.jpg,0,366,97,524,185
001941.jpg,0,94,86,160,139
001942.jpg,0,212,71,365,169
001943.jpg,0,276,74,436,169
001944.jpg,0,449,151,497,188
001945.jpg,0,376,190,414,238
001946.jpg,0,207,177,456,309
001947.jpg,0,157,148,259,205
001948.jpg,1,492,200,561,268
001949.jpg,1,384,133,462,214
001950.jpg,1,243,94,385,215
001951.jpg,1,288,110,386,215
001952.jpg,1,280,85,465,262
001953.jpg,1,374,83,539,243
001954.jpg,1,154,34,240,110
001955.jpg,1,227,99,569,290
001956.jpg,1,340,149,420,235
001957.jpg,1,195,149,260,224
001958.jpg,1,173,138,275,248
001959.jpg,1,407,167,521,265
001960.jpg,1,351,130,487,229
001961.jpg,1,138,56,416,281
001962.jpg,1,272,81,376,155
001963.jpg,1,380,123,492,218
001964.jpg,1,356,152,474,251
001965.jpg,1,299,189,353,242
001966.jpg,1,259,10,430,94
001967.jpg,1,297,83,429,184
001968.jpg,1,268,122,404,196
001969.jpg,1,261,98,430,248
001970.jpg,1,194,103,294,202
001971.jpg,1,108,116,242,235
001972.jpg,1,362,236,529,401
001973.jpg,1,380,217,518,341
001974.jpg,1,274,181,408,262
001975.jpg,1,199,146,358,261
001976.jpg,1,240,185,362,296
001977.jpg,1,103,196,227,307
001978.jpg,1,327,193,443,296
001979.jpg,1,333,180,379,243
001980.jpg,1,323,113,424,212
001981.jpg,1,372,36,466,118
001982.jpg,1,151,92,582,410
001983.jpg,1,121,85,541,441
001984.jpg,1,255,61,413,225
001985.jpg,1,228,68,468,249
001986.jpg,1,223,149,316,209
001987.jpg,1,442,149,528,212
001988.jpg,1,300,171,414,283
001989.jpg,1,302,169,408,279
001990.jpg,1,290,155,377,267
001991.jpg,1,289,177,381,243
001992.jpg,1,277,123,355,202
001993.jpg,1,221,121,340,218
001994.jpg,1,321,118,443,256
001995.jpg,1,250,75,521,202
001996.jpg,1,247,132,385,266
001997.jpg,1,285,146,395,267
001998.jpg,1,405,201,461,249
001999.jpg,1,266,198,347,268
002000.jpg,1,349,172,412,252
002001.jpg,1,251,62,472,272
002002.jpg,1,389,63,559,245
002003.jpg,1,206,216,443,418
002004.jpg,1,364,143,441,245
002005.jpg,1,322,146,411,254
002006.jpg,1,275,264,337,311
002007.jpg,1,174,107,425,308
002008.jpg,1,299,260,359,313
002009.jpg,1,282,204,496,371
002010.jpg,1,324,184,568,340
002011.jpg,1,299,170,421,285
002012.jpg,1,299,173,468,276
002013.jpg,1,314,142,416,258
002014.jpg,1,223,122,293,188
002015.jpg,1,217,92,356,211
002016.jpg,1,64,50,297,273
002017.jpg,1,378,169,483,291
002018.jpg,1,269,136,399,243
002019.jpg,1,365,139,498,290
002020.jpg,1,135,126,330,281
002021.jpg,1,380,99,500,202
002022.jpg,1,295,110,384,214
002023.jpg,1,221,110,307,200
002024.jpg,1,292,111,384,201
002025.jpg,1,227,118,300,194
002026.jpg,1,264,109,469,233
002027.jpg,1,356,135,481,234
002028.jpg,1,390,132,509,230
002029.jpg,1,374,131,498,234
002030.jpg,1,165,116,348,198
002031.jpg,1,258,227,630,360
002032.jpg,1,480,190,570,290
002033.jpg,1,298,171,471,293
002034.jpg,1,269,173,345,268
002035.jpg,1,451,179,569,297
002036.jpg,1,268,71,413,211
002037.jpg,1,308,90,382,177
002038.jpg,1,345,157,402,228
002039.jpg,1,309,152,372,223
002040.jpg,1,247,106,552,374
002041.jpg,1,467,142,541,233
002042.jpg,1,286,129,401,245
002043.jpg,1,354,136,440,254
002044.jpg,1,350,92,485,221
002045.jpg,1,338,95,508,236
002046.jpg,1,141,84,524,361
002047.jpg,1,228,200,469,355
002048.jpg,1,271,227,428,390
002049.jpg,1,44,77,690,395
002050.jpg,1,77,93,631,399
002051.jpg,1,31,46,693,363
002052.jpg,1,133,70,383,294
002053.jpg,1,346,180,456,332
002054.jpg,1,172,153,244,249
002055.jpg,1,267,140,315,194
002056.jpg,1,303,124,436,246
002057.jpg,1,445,154,533,258
002058.jpg,1,330,149,433,254
002059.jpg,1,348,131,429,210
002060.jpg,1,343,79,609,250
002061.jpg,1,237,43,389,209
002062.jpg,1,143,91,430,297
002063.jpg,1,229,69,400,212
002064.jpg,1,206,170,303,362
002065.jpg,1,231,172,308,325
002066.jpg,1,370,78,627,401
002067.jpg,1,218,100,537,379
002068.jpg,1,133,122,361,425
002069.jpg,1,354,222,522,377
002070.jpg,1,182,117,438,426
002071.jpg,1,451,206,592,356
002072.jpg,1,275,86,522,360
002073.jpg,1,457,284,619,426
002074.jpg,1,167,117,261,209
002075.jpg,1,241,78,545,289
002076.jpg,1,135,102,365,311
002077.jpg,1,511,94,673,272
002078.jpg,1,438,84,580,196
002079.jpg,1,174,119,250,203
002080.jpg,1,261,99,488,242
002081.jpg,1,126,88,378,259
002082.jpg,1,231,91,463,233
002083.jpg,1,551,94,611,189
002084.jpg,1,430,141,592,256
002085.jpg,1,398,162,564,285
002086.jpg,1,327,180,457,328
002087.jpg,1,457,74,546,157
002088.jpg,1,418,80,525,159
002089.jpg,1,496,86,587,151
002090.jpg,1,354,223,489,402
002091.jpg,1,323,226,523,374
002092.jpg,1,446,193,605,379
002093.jpg,1,352,230,501,416
002094.jpg,1,54,154,386,426
002095.jpg,1,219,40,428,171
002096.jpg,1,100,38,374,181
002097.jpg,1,290,29,533,167
002098.jpg,1,540,170,660,279
002099.jpg,1,294,220,588,375
002100.jpg,1,135,165,255,291
002101.jpg,1,296,124,402,223
002102.jpg,1,280,180,392,294
002103.jpg,1,235,24,584,390
002104.jpg,1,101,42,612,362
002105.jpg,1,268,83,420,210
002106.jpg,1,308,97,522,218
002107.jpg,1,305,163,432,296
002108.jpg,1,132,138,256,268
002109.jpg,1,183,126,259,196
002110.jpg,1,339,158,398,214
002111.jpg,1,398,151,479,214
002112.jpg,1,436,108,629,238
002113.jpg,1,362,103,625,251
002114.jpg,1,492,149,609,251
002115.jpg,1,134,111,375,270
002116.jpg,1,164,108,229,150
002117.jpg,1,231,97,461,270
002118.jpg,1,223,182,269,245
002119.jpg,1,458,154,492,213
002120.jpg,1,173,172,328,318
002121.jpg,1,138,130,208,196
002122.jpg,1,405,178,483,248
002123.jpg,1,406,121,479,214
002124.jpg,1,411,176,490,243
002125.jpg,1,146,96,241,181
002126.jpg,1,408,125,478,209
002127.jpg,1,178,131,243,220
002128.jpg,1,331,84,427,193
002129.jpg,1,241,73,440,193
002130.jpg,1,386,110,461,198
002131.jpg,1,367,182,432,253
002132.jpg,1,227,209,357,339
002133.jpg,1,253,86,427,276
002134.jpg,1,345,295,438,373
002135.jpg,1,240,106,477,258
002136.jpg,1,487,174,588,270
002137.jpg,1,282,165,375,260
002138.jpg,1,365,132,575,307
002139.jpg,1,307,189,467,390
002140.jpg,1,485,135,583,235
002141.jpg,1,397,119,491,214
002142.jpg,1,246,230,375,385
002143.jpg,1,308,106,550,268
002144.jpg,1,295,80,348,126
002145.jpg,1,435,80,499,135
002146.jpg,1,342,115,395,189
002147.jpg,1,230,200,404,375
002148.jpg,1,230,211,403,386
002149.jpg,1,141,174,319,364
002150.jpg,1,263,226,357,324
002151.jpg,1,476,212,566,315
002152.jpg,1,119,121,236,222
002153.jpg,1,242,108,370,202
002154.jpg,1,235,134,299,209
002155.jpg,1,285,100,358,195
002156.jpg,1,213,119,287,216
002157.jpg,1,81,100,612,406
002158.jpg,1,356,173,442,313
002159.jpg,1,221,178,366,279
002160.jpg,1,181,169,324,267
002161.jpg,1,210,164,291,290
002162.jpg,1,354,162,473,288
002163.jpg,1,113,77,391,326
002164.jpg,1,117,29,415,320
002165.jpg,1,343,92,517,211
002166.jpg,1,309,93,463,206
002167.jpg,1,390,108,513,204
002168.jpg,1,305,123,492,253
002169.jpg,1,373,148,489,236
002170.jpg,1,302,212,465,347
002171.jpg,1,321,221,433,325
002172.jpg,1,240,138,329,253
002173.jpg,1,232,147,314,242
002174.jpg,1,228,175,327,282
002175.jpg,1,367,121,461,236
002176.jpg,1,300,103,354,161
002177.jpg,1,107,35,603,351
002178.jpg,1,131,263,234,380
002179.jpg,1,344,206,452,336
002180.jpg,1,363,195,516,297
002181.jpg,1,400,144,511,280
002182.jpg,1,343,260,396,342
002183.jpg,1,355,247,424,317
002184.jpg,1,371,115,523,313
002185.jpg,1,247,108,512,240
002186.jpg,1,271,99,449,250
002187.jpg,1,263,179,419,261
002188.jpg,1,465,166,516,211
002189.jpg,1,469,127,523,184
002190.jpg,1,295,202,382,304
002191.jpg,1,359,196,425,291
002192.jpg,1,228,152,292,229
002193.jpg,1,148,151,227,237
002194.jpg,1,219,122,373,288
002195.jpg,1,402,99,480,158
002196.jpg,1,366,80,440,147
002197.jpg,1,274,86,340,138
002198.jpg,1,325,274,624,466
002199.jpg,1,236,268,393,418
002200.jpg,1,105,166,451,444
002201.jpg,1,220,72,514,372
002202.jpg,1,203,85,538,394
002203.jpg,1,188,78,645,404
002204.jpg,1,140,92,603,380
002205.jpg,1,103,75,512,353
002206.jpg,1,275,159,509,403
002207.jpg,1,156,133,313,288
002208.jpg,1,191,70,558,385
002209.jpg,1,232,91,385,174
002210.jpg,1,243,111,363,251
002211.jpg,1,340,110,425,163
002212.jpg,1,409,123,487,179
002213.jpg,1,204,98,559,232
002214.jpg,1,234,143,562,454
002215.jpg,1,416,105,479,158
002216.jpg,1,88,125,325,282
002217.jpg,1,190,48,309,134
002218.jpg,1,188,102,308,232
002219.jpg,1,289,118,392,204
002220.jpg,1,321,131,433,225
002221.jpg,1,117,256,177,331
002222.jpg,1,282,118,367,187
002223.jpg,1,287,150,338,206
002224.jpg,1,224,154,409,305
002225.jpg,1,259,134,378,283
002226.jpg,1,301,97,419,218
002227.jpg,1,332,110,446,220
002228.jpg,1,238,113,372,270
002229.jpg,1,283,100,519,252
002230.jpg,1,278,90,517,241
002231.jpg,1,344,121,478,215
002232.jpg,1,211,215,273,289
002233.jpg,1,158,193,219,257
002234.jpg,1,386,116,458,193
002235.jpg,1,242,147,389,309
002236.jpg,1,465,127,606,252
002237.jpg,1,457,129,574,232
002238.jpg,1,266,88,398,190
002239.jpg,1,276,130,393,266
002240.jpg,1,129,170,362,402
002241.jpg,1,162,127,432,412
002242.jpg,1,292,153,421,315
002243.jpg,1,234,142,402,271
002244.jpg,1,321,100,520,222
002245.jpg,1,206,97,427,227
002246.jpg,1,183,99,402,226
002247.jpg,1,289,48,479,171
002248.jpg,1,330,165,404,276
002249.jpg,1,370,165,460,243
002250.jpg,1,200,132,291,256
002251.jpg,1,276,206,340,308
002252.jpg,1,240,141,318,234
002253.jpg,1,284,261,402,340
002254.jpg,1,186,95,317,225
002255.jpg,1,245,140,356,274
002256.jpg,1,278,130,411,266
002257.jpg,1,319,115,366,153
002258.jpg,1,269,135,396,244
002259.jpg,1,384,208,435,275
002260.jpg,1,146,264,401,400
002261.jpg,1,174,264,378,431
002262.jpg,1,205,90,272,153
002263.jpg,1,364,95,410,139
002264.jpg,1,321,169,400,256
002265.jpg,1,298,87,361,131
002266.jpg,1,209,106,298,184
002267.jpg,1,220,145,325,232
002268.jpg,1,140,178,204,267
002269.jpg,1,101,94,252,189
002270.jpg,1,164,98,285,203
002271.jpg,1,109,133,655,368
002272.jpg,1,56,82,496,412
002273.jpg,1,448,122,525,187
002274.jpg,1,335,112,411,190
002275.jpg,1,283,158,444,281
002276.jpg,1,185,146,239,237
002277.jpg,1,172,218,222,290
002278.jpg,1,313,266,381,348
002279.jpg,1,252,159,419,276
002280.jpg,1,186,120,258,196
002281.jpg,1,306,89,373,170
002282.jpg,1,203,111,281,183
002283.jpg,1,396,89,473,172
002284.jpg,1,160,45,290,138
002285.jpg,1,282,163,421,277
002286.jpg,1,62,119,244,245
002287.jpg,1,228,103,306,156
002288.jpg,1,226,84,385,254
002289.jpg,1,102,69,440,422
002290.jpg,1,174,79,424,264
002291.jpg,1,198,272,268,347
002292.jpg,1,357,83,566,212
002293.jpg,1,289,92,473,279
002294.jpg,1,443,98,535,181
002295.jpg,1,409,159,481,226
002296.jpg,1,156,229,286,338
002297.jpg,1,147,204,305,331
002298.jpg,1,145,226,284,346
002299.jpg,1,365,231,466,333
002300.jpg,1,333,207,482,307
002301.jpg,1,346,214,440,306
002302.jpg,1,235,83,339,161
002303.jpg,1,192,123,293,202
002304.jpg,1,308,121,373,177
002305.jpg,1,283,164,424,264
002306.jpg,1,471,111,583,206
002307.jpg,1,449,132,530,216
002308.jpg,1,234,115,333,230
002309.jpg,1,357,109,480,208
002310.jpg,1,383,118,457,209
002311.jpg,1,385,197,482,272
002312.jpg,1,404,170,532,267
002313.jpg,1,327,211,595,438
002314.jpg,1,436,156,478,203
002315.jpg,1,207,123,404,234
002316.jpg,1,104,161,488,376
002317.jpg,1,261,266,372,388
002318.jpg,1,133,74,459,328
002319.jpg,1,141,78,471,316
002320.jpg,1,329,139,410,218
002321.jpg,1,123,59,425,332
002322.jpg,1,181,60,450,371
002323.jpg,1,81,48,357,383
002324.jpg,1,54,64,354,403
002325.jpg,1,331,77,465,173
002326.jpg,1,238,140,322,190
002327.jpg,1,308,245,366,314
002328.jpg,1,369,245,435,306
002329.jpg,1,222,151,380,237
002330.jpg,1,262,166,405,241
002331.jpg,1,233,148,386,230
002332.jpg,1,234,106,480,237
002333.jpg,1,235,109,474,243
002334.jpg,1,12,94,248,420
002335.jpg,1,188,78,570,349
002336.jpg,1,190,90,569,368
002337.jpg,1,373,164,448,256
002338.jpg,1,217,62,416,170
002339.jpg,0,393,185,440,217
002340.jpg,0,362,184,402,217
002341.jpg,0,350,139,395,182
002342.jpg,0,239,127,279,175
002343.jpg,0,339,99,379,142
002344.jpg,0,362,166,437,208
002345.jpg,0,244,162,311,225
002346.jpg,0,347,283,406,337
002347.jpg,1,235,69,373,173
002348.jpg,0,174,179,211,212
002349.jpg,0,246,71,505,211
002350.jpg,0,145,124,253,213
002351.jpg,0,98,163,134,198
002352.jpg,0,353,67,409,111
002353.jpg,0,491,143,533,179
002354.jpg,0,389,59,506,130
002355.jpg,1,309,143,450,221
002356.jpg,0,345,188,382,213
002357.jpg,0,232,145,541,331
002358.jpg,0,533,199,586,231
002359.jpg,0,291,196,370,251
002360.jpg,0,353,178,451,248
002361.jpg,0,347,137,474,205
002362.jpg,0,520,180,586,254
002363.jpg,0,198,235,299,299
002364.jpg,0,325,148,463,274
002365.jpg,0,205,157,285,222
002366.jpg,0,221,54,491,193
002367.jpg,0,397,117,514,189
002368.jpg,0,306,82,403,177
002369.jpg,0,422,100,500,171
002370.jpg,0,363,83,434,123
002371.jpg,0,411,257,456,327
002372.jpg,0,409,187,509,283
002373.jpg,0,199,180,278,220
002374.jpg,0,358,58,497,134
002375.jpg,0,442,92,544,143
002376.jpg,0,556,153,639,201
002377.jpg,0,340,72,382,106
002378.jpg,0,428,80,479,111
002379.jpg,0,323,118,575,277
002380.jpg,0,271,243,381,327
002381.jpg,0,294,211,350,259
002382.jpg,0,241,144,378,222
002383.jpg,0,347,196,389,232
002384.jpg,0,379,171,413,206
002385.jpg,0,310,104,575,234
002386.jpg,0,61,80,426,319
002387.jpg,0,324,95,641,229
002388.jpg,0,420,172,469,202
002389.jpg,0,388,167,564,267
002390.jpg,0,405,186,577,272
002391.jpg,0,179,175,219,201
002392.jpg,0,205,141,296,197
002393.jpg,0,464,169,542,247
002394.jpg,0,320,121,376,162
002395.jpg,0,196,212,293,269
002396.jpg,0,382,123,413,161
002397.jpg,0,345,362,397,425
002398.jpg,0,361,353,412,428
002399.jpg,0,202,112,238,150
002400.jpg,0,343,206,574,374
002401.jpg,0,216,95,592,221
002402.jpg,0,171,275,254,329
002403.jpg,0,262,278,298,318
002404.jpg,0,359,211,401,288
002405.jpg,0,386,100,473,171
002406.jpg,0,279,82,361,165
002407.jpg,0,238,86,322,148
002408.jpg,0,294,143,385,193
002409.jpg,0,607,262,709,347
002410.jpg,0,409,259,540,336
002411.jpg,0,120,127,206,176
002412.jpg,0,272,148,482,270
002413.jpg,0,548,173,718,331
002414.jpg,0,202,134,427,264
002415.jpg,0,203,164,506,335
002416.jpg,0,490,166,685,324
002417.jpg,0,223,146,425,257
002418.jpg,0,319,224,458,315
002419.jpg,0,430,121,503,183
002420.jpg,0,403,331,458,364
002421.jpg,0,355,106,404,142
002422.jpg,0,416,121,586,221
002423.jpg,0,258,90,308,133
002424.jpg,0,211,68,276,100
002425.jpg,0,332,111,504,249
002426.jpg,0,142,105,331,244
002427.jpg,0,190,153,248,213
002428.jpg,0,372,193,413,226
002429.jpg,0,405,165,456,210
002430.jpg,0,340,156,451,238
002431.jpg,0,278,21,343,56
002432.jpg,0,281,133,332,190
002433.jpg,0,161,134,234,192
002434.jpg,0,151,177,206,233
002435.jpg,0,337,221,396,281
002436.jpg,0,334,192,396,253
002437.jpg,0,405,134,454,182
002438.jpg,0,374,138,422,167
002439.jpg,0,274,171,337,212
002440.jpg,0,459,94,500,133
002441.jpg,0,175,123,240,161
002442.jpg,0,263,166,400,292
002443.jpg,0,238,178,369,274
002444.jpg,0,279,178,394,280
002445.jpg,0,239,71,396,163
002446.jpg,0,367,93,520,171
002447.jpg,0,281,242,483,369
002448.jpg,0,310,284,376,367
002449.jpg,0,403,279,442,338
002450.jpg,0,189,238,318,325
002451.jpg,0,292,305,377,367
002452.jpg,0,271,295,335,366
002453.jpg,0,326,125,625,287
002454.jpg,0,443,252,466,285
002455.jpg,0,256,131,313,189
002456.jpg,0,365,242,394,274
002457.jpg,0,499,133,586,182
002458.jpg,0,299,72,410,179
002459.jpg,0,428,145,472,196
002460.jpg,0,310,126,374,177
002461.jpg,0,321,262,418,330
002462.jpg,0,277,264,373,327
002463.jpg,0,276,237,353,300
002464.jpg,0,258,236,309,282
